"Set_Number","Set_Keyword","Pair_1","Pair_2"
43,"yarn","stimuli_exp1_jpg\\22b.jpg","stimuli_exp1_jpg\\22a.jpg"
43,"yarn","stimuli_exp1_jpg\\22a.jpg","stimuli_exp1_jpg\\22c.jpg"
43,"yarn","stimuli_exp1_jpg\\22a.jpg","stimuli_exp1_jpg\\22d.jpg"
43,"yarn","stimuli_exp1_jpg\\22b.jpg","stimuli_exp1_jpg\\22c.jpg"
43,"yarn","stimuli_exp1_jpg\\22d.jpg","stimuli_exp1_jpg\\22b.jpg"
43,"yarn","stimuli_exp1_jpg\\22c.jpg","stimuli_exp1_jpg\\22d.jpg"
38,"croissant","stimuli_exp1_jpg\\31a.jpg","stimuli_exp1_jpg\\31b.jpg"
38,"croissant","stimuli_exp1_jpg\\31a.jpg","stimuli_exp1_jpg\\31c.jpg"
38,"croissant","stimuli_exp1_jpg\\31a.jpg","stimuli_exp1_jpg\\31d.jpg"
38,"croissant","stimuli_exp1_jpg\\31b.jpg","stimuli_exp1_jpg\\31c.jpg"
38,"croissant","stimuli_exp1_jpg\\31b.jpg","stimuli_exp1_jpg\\31d.jpg"
38,"croissant","stimuli_exp1_jpg\\31d.jpg","stimuli_exp1_jpg\\31c.jpg"
7,"motorcycle","stimuli_exp1_jpg\\1b.jpg","stimuli_exp1_jpg\\1a.jpg"
7,"motorcycle","stimuli_exp1_jpg\\1a.jpg","stimuli_exp1_jpg\\1c.jpg"
7,"motorcycle","stimuli_exp1_jpg\\1a.jpg","stimuli_exp1_jpg\\1d.jpg"
7,"motorcycle","stimuli_exp1_jpg\\1b.jpg","stimuli_exp1_jpg\\1c.jpg"
7,"motorcycle","stimuli_exp1_jpg\\1d.jpg","stimuli_exp1_jpg\\1b.jpg"
7,"motorcycle","stimuli_exp1_jpg\\1c.jpg","stimuli_exp1_jpg\\1d.jpg"
29,"pumpkin","stimuli_exp1_jpg\\15a.jpg","stimuli_exp1_jpg\\15b.jpg"
29,"pumpkin","stimuli_exp1_jpg\\15a.jpg","stimuli_exp1_jpg\\15c.jpg"
29,"pumpkin","stimuli_exp1_jpg\\15a.jpg","stimuli_exp1_jpg\\15d.jpg"
29,"pumpkin","stimuli_exp1_jpg\\15c.jpg","stimuli_exp1_jpg\\15b.jpg"
29,"pumpkin","stimuli_exp1_jpg\\15b.jpg","stimuli_exp1_jpg\\15d.jpg"
29,"pumpkin","stimuli_exp1_jpg\\15d.jpg","stimuli_exp1_jpg\\15c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6a.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6c.jpg","stimuli_exp1_jpg\\6a.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6d.jpg","stimuli_exp1_jpg\\6a.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6d.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6c.jpg","stimuli_exp1_jpg\\6d.jpg"
28,"duck","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39b.jpg"
28,"duck","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39c.jpg"
28,"duck","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39d.jpg"
28,"duck","stimuli_exp1_jpg\\39c.jpg","stimuli_exp1_jpg\\39b.jpg"
28,"duck","stimuli_exp1_jpg\\39b.jpg","stimuli_exp1_jpg\\39d.jpg"
28,"duck","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39c.jpg"
44,"chess","stimuli_exp1_jpg\\48b.jpg","stimuli_exp1_jpg\\48a.jpg"
44,"chess","stimuli_exp1_jpg\\48c.jpg","stimuli_exp1_jpg\\48a.jpg"
44,"chess","stimuli_exp1_jpg\\48a.jpg","stimuli_exp1_jpg\\48d.jpg"
44,"chess","stimuli_exp1_jpg\\48b.jpg","stimuli_exp1_jpg\\48c.jpg"
44,"chess","stimuli_exp1_jpg\\48d.jpg","stimuli_exp1_jpg\\48b.jpg"
44,"chess","stimuli_exp1_jpg\\48c.jpg","stimuli_exp1_jpg\\48d.jpg"
37,"pancake","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46b.jpg"
37,"pancake","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46c.jpg"
37,"pancake","stimuli_exp1_jpg\\46d.jpg","stimuli_exp1_jpg\\46a.jpg"
37,"pancake","stimuli_exp1_jpg\\46b.jpg","stimuli_exp1_jpg\\46c.jpg"
37,"pancake","stimuli_exp1_jpg\\46d.jpg","stimuli_exp1_jpg\\46b.jpg"
37,"pancake","stimuli_exp1_jpg\\46c.jpg","stimuli_exp1_jpg\\46d.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37b.jpg","stimuli_exp1_jpg\\37a.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37a.jpg","stimuli_exp1_jpg\\37c.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37a.jpg","stimuli_exp1_jpg\\37d.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37b.jpg","stimuli_exp1_jpg\\37c.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37d.jpg","stimuli_exp1_jpg\\37b.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37d.jpg"
6,"soap_water","stimuli_exp1_jpg\\33b.jpg","stimuli_exp1_jpg\\33a.jpg"
6,"soap_water","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33a.jpg"
6,"soap_water","stimuli_exp1_jpg\\33a.jpg","stimuli_exp1_jpg\\33d.jpg"
6,"soap_water","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33b.jpg"
6,"soap_water","stimuli_exp1_jpg\\33b.jpg","stimuli_exp1_jpg\\33d.jpg"
6,"soap_water","stimuli_exp1_jpg\\33d.jpg","stimuli_exp1_jpg\\33c.jpg"
46,"socks","stimuli_exp1_jpg\\28a.jpg","stimuli_exp1_jpg\\28b.jpg"
46,"socks","stimuli_exp1_jpg\\28a.jpg","stimuli_exp1_jpg\\28c.jpg"
46,"socks","stimuli_exp1_jpg\\28d.jpg","stimuli_exp1_jpg\\28a.jpg"
46,"socks","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28c.jpg"
46,"socks","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28d.jpg"
46,"socks","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28d.jpg"
33,"ice_cream","stimuli_exp1_jpg\\17b.jpg","stimuli_exp1_jpg\\17a.jpg"
33,"ice_cream","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17a.jpg"
33,"ice_cream","stimuli_exp1_jpg\\17a.jpg","stimuli_exp1_jpg\\17d.jpg"
33,"ice_cream","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17b.jpg"
33,"ice_cream","stimuli_exp1_jpg\\17d.jpg","stimuli_exp1_jpg\\17b.jpg"
33,"ice_cream","stimuli_exp1_jpg\\17d.jpg","stimuli_exp1_jpg\\17c.jpg"
19,"horses","stimuli_exp1_jpg\\5b.jpg","stimuli_exp1_jpg\\5a.jpg"
19,"horses","stimuli_exp1_jpg\\5c.jpg","stimuli_exp1_jpg\\5a.jpg"
19,"horses","stimuli_exp1_jpg\\5a.jpg","stimuli_exp1_jpg\\5d.jpg"
19,"horses","stimuli_exp1_jpg\\5c.jpg","stimuli_exp1_jpg\\5b.jpg"
19,"horses","stimuli_exp1_jpg\\5b.jpg","stimuli_exp1_jpg\\5d.jpg"
19,"horses","stimuli_exp1_jpg\\5c.jpg","stimuli_exp1_jpg\\5d.jpg"
17,"postcards","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21b.jpg"
17,"postcards","stimuli_exp1_jpg\\21c.jpg","stimuli_exp1_jpg\\21a.jpg"
17,"postcards","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21d.jpg"
17,"postcards","stimuli_exp1_jpg\\21b.jpg","stimuli_exp1_jpg\\21c.jpg"
17,"postcards","stimuli_exp1_jpg\\21b.jpg","stimuli_exp1_jpg\\21d.jpg"
17,"postcards","stimuli_exp1_jpg\\21d.jpg","stimuli_exp1_jpg\\21c.jpg"
39,"seashells","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19b.jpg"
39,"seashells","stimuli_exp1_jpg\\19c.jpg","stimuli_exp1_jpg\\19a.jpg"
39,"seashells","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19d.jpg"
39,"seashells","stimuli_exp1_jpg\\19c.jpg","stimuli_exp1_jpg\\19b.jpg"
39,"seashells","stimuli_exp1_jpg\\19d.jpg","stimuli_exp1_jpg\\19b.jpg"
39,"seashells","stimuli_exp1_jpg\\19c.jpg","stimuli_exp1_jpg\\19d.jpg"
48,"ski_poles","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44a.jpg"
48,"ski_poles","stimuli_exp1_jpg\\44c.jpg","stimuli_exp1_jpg\\44a.jpg"
48,"ski_poles","stimuli_exp1_jpg\\44d.jpg","stimuli_exp1_jpg\\44a.jpg"
48,"ski_poles","stimuli_exp1_jpg\\44c.jpg","stimuli_exp1_jpg\\44b.jpg"
48,"ski_poles","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44d.jpg"
48,"ski_poles","stimuli_exp1_jpg\\44c.jpg","stimuli_exp1_jpg\\44d.jpg"
23,"candles","stimuli_exp1_jpg\\20a.jpg","stimuli_exp1_jpg\\20b.jpg"
23,"candles","stimuli_exp1_jpg\\20c.jpg","stimuli_exp1_jpg\\20a.jpg"
23,"candles","stimuli_exp1_jpg\\20a.jpg","stimuli_exp1_jpg\\20d.jpg"
23,"candles","stimuli_exp1_jpg\\20c.jpg","stimuli_exp1_jpg\\20b.jpg"
23,"candles","stimuli_exp1_jpg\\20d.jpg","stimuli_exp1_jpg\\20b.jpg"
23,"candles","stimuli_exp1_jpg\\20c.jpg","stimuli_exp1_jpg\\20d.jpg"
30,"log","stimuli_exp1_jpg\\8b.jpg","stimuli_exp1_jpg\\8a.jpg"
30,"log","stimuli_exp1_jpg\\8c.jpg","stimuli_exp1_jpg\\8a.jpg"
30,"log","stimuli_exp1_jpg\\8d.jpg","stimuli_exp1_jpg\\8a.jpg"
30,"log","stimuli_exp1_jpg\\8b.jpg","stimuli_exp1_jpg\\8c.jpg"
30,"log","stimuli_exp1_jpg\\8d.jpg","stimuli_exp1_jpg\\8b.jpg"
30,"log","stimuli_exp1_jpg\\8d.jpg","stimuli_exp1_jpg\\8c.jpg"
41,"balloons","stimuli_exp1_jpg\\4a.jpg","stimuli_exp1_jpg\\4b.jpg"
41,"balloons","stimuli_exp1_jpg\\4c.jpg","stimuli_exp1_jpg\\4a.jpg"
41,"balloons","stimuli_exp1_jpg\\4d.jpg","stimuli_exp1_jpg\\4a.jpg"
41,"balloons","stimuli_exp1_jpg\\4c.jpg","stimuli_exp1_jpg\\4b.jpg"
41,"balloons","stimuli_exp1_jpg\\4b.jpg","stimuli_exp1_jpg\\4d.jpg"
41,"balloons","stimuli_exp1_jpg\\4c.jpg","stimuli_exp1_jpg\\4d.jpg"
16,"dogs_running","stimuli_exp1_jpg\\24a.jpg","stimuli_exp1_jpg\\24b.jpg"
16,"dogs_running","stimuli_exp1_jpg\\24c.jpg","stimuli_exp1_jpg\\24a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\24d.jpg","stimuli_exp1_jpg\\24a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\24c.jpg","stimuli_exp1_jpg\\24b.jpg"
16,"dogs_running","stimuli_exp1_jpg\\24d.jpg","stimuli_exp1_jpg\\24b.jpg"
16,"dogs_running","stimuli_exp1_jpg\\24d.jpg","stimuli_exp1_jpg\\24c.jpg"
12,"flipflops","stimuli_exp1_jpg\\27a.jpg","stimuli_exp1_jpg\\27b.jpg"
12,"flipflops","stimuli_exp1_jpg\\27a.jpg","stimuli_exp1_jpg\\27c.jpg"
12,"flipflops","stimuli_exp1_jpg\\27a.jpg","stimuli_exp1_jpg\\27d.jpg"
12,"flipflops","stimuli_exp1_jpg\\27b.jpg","stimuli_exp1_jpg\\27c.jpg"
12,"flipflops","stimuli_exp1_jpg\\27d.jpg","stimuli_exp1_jpg\\27b.jpg"
12,"flipflops","stimuli_exp1_jpg\\27c.jpg","stimuli_exp1_jpg\\27d.jpg"
14,"ribbons","stimuli_exp1_jpg\\34b.jpg","stimuli_exp1_jpg\\34a.jpg"
14,"ribbons","stimuli_exp1_jpg\\34a.jpg","stimuli_exp1_jpg\\34c.jpg"
14,"ribbons","stimuli_exp1_jpg\\34a.jpg","stimuli_exp1_jpg\\34d.jpg"
14,"ribbons","stimuli_exp1_jpg\\34c.jpg","stimuli_exp1_jpg\\34b.jpg"
14,"ribbons","stimuli_exp1_jpg\\34d.jpg","stimuli_exp1_jpg\\34b.jpg"
14,"ribbons","stimuli_exp1_jpg\\34c.jpg","stimuli_exp1_jpg\\34d.jpg"
25,"camera","stimuli_exp1_jpg\\40b.jpg","stimuli_exp1_jpg\\40a.jpg"
25,"camera","stimuli_exp1_jpg\\40a.jpg","stimuli_exp1_jpg\\40c.jpg"
25,"camera","stimuli_exp1_jpg\\40d.jpg","stimuli_exp1_jpg\\40a.jpg"
25,"camera","stimuli_exp1_jpg\\40c.jpg","stimuli_exp1_jpg\\40b.jpg"
25,"camera","stimuli_exp1_jpg\\40d.jpg","stimuli_exp1_jpg\\40b.jpg"
25,"camera","stimuli_exp1_jpg\\40d.jpg","stimuli_exp1_jpg\\40c.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\2b.jpg","stimuli_exp1_jpg\\2a.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\2c.jpg","stimuli_exp1_jpg\\2a.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\2a.jpg","stimuli_exp1_jpg\\2d.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\2b.jpg","stimuli_exp1_jpg\\2c.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\2b.jpg","stimuli_exp1_jpg\\2d.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\2c.jpg","stimuli_exp1_jpg\\2d.jpg"
43,"yarn","stimuli_exp1_jpg\\10b.jpg","stimuli_exp1_jpg\\10a.jpg"
43,"yarn","stimuli_exp1_jpg\\10c.jpg","stimuli_exp1_jpg\\10a.jpg"
43,"yarn","stimuli_exp1_jpg\\10a.jpg","stimuli_exp1_jpg\\10d.jpg"
43,"yarn","stimuli_exp1_jpg\\10c.jpg","stimuli_exp1_jpg\\10b.jpg"
43,"yarn","stimuli_exp1_jpg\\10b.jpg","stimuli_exp1_jpg\\10d.jpg"
43,"yarn","stimuli_exp1_jpg\\10d.jpg","stimuli_exp1_jpg\\10c.jpg"
38,"croissant","stimuli_exp1_jpg\\26a.jpg","stimuli_exp1_jpg\\26b.jpg"
38,"croissant","stimuli_exp1_jpg\\26a.jpg","stimuli_exp1_jpg\\26c.jpg"
38,"croissant","stimuli_exp1_jpg\\26d.jpg","stimuli_exp1_jpg\\26a.jpg"
38,"croissant","stimuli_exp1_jpg\\26c.jpg","stimuli_exp1_jpg\\26b.jpg"
38,"croissant","stimuli_exp1_jpg\\26d.jpg","stimuli_exp1_jpg\\26b.jpg"
38,"croissant","stimuli_exp1_jpg\\26d.jpg","stimuli_exp1_jpg\\26c.jpg"
7,"motorcycle","stimuli_exp1_jpg\\42a.jpg","stimuli_exp1_jpg\\42b.jpg"
7,"motorcycle","stimuli_exp1_jpg\\42a.jpg","stimuli_exp1_jpg\\42c.jpg"
7,"motorcycle","stimuli_exp1_jpg\\42d.jpg","stimuli_exp1_jpg\\42a.jpg"
7,"motorcycle","stimuli_exp1_jpg\\42b.jpg","stimuli_exp1_jpg\\42c.jpg"
7,"motorcycle","stimuli_exp1_jpg\\42d.jpg","stimuli_exp1_jpg\\42b.jpg"
7,"motorcycle","stimuli_exp1_jpg\\42d.jpg","stimuli_exp1_jpg\\42c.jpg"
29,"pumpkin","stimuli_exp1_jpg\\13a.jpg","stimuli_exp1_jpg\\13b.jpg"
29,"pumpkin","stimuli_exp1_jpg\\13c.jpg","stimuli_exp1_jpg\\13a.jpg"
29,"pumpkin","stimuli_exp1_jpg\\13d.jpg","stimuli_exp1_jpg\\13a.jpg"
29,"pumpkin","stimuli_exp1_jpg\\13c.jpg","stimuli_exp1_jpg\\13b.jpg"
29,"pumpkin","stimuli_exp1_jpg\\13d.jpg","stimuli_exp1_jpg\\13b.jpg"
29,"pumpkin","stimuli_exp1_jpg\\13c.jpg","stimuli_exp1_jpg\\13d.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\44a.jpg","stimuli_exp1_jpg\\44b.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\44a.jpg","stimuli_exp1_jpg\\44c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\44d.jpg","stimuli_exp1_jpg\\44a.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\44d.jpg","stimuli_exp1_jpg\\44b.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\44c.jpg","stimuli_exp1_jpg\\44d.jpg"
28,"duck","stimuli_exp1_jpg\\17a.jpg","stimuli_exp1_jpg\\17b.jpg"
28,"duck","stimuli_exp1_jpg\\17a.jpg","stimuli_exp1_jpg\\17c.jpg"
28,"duck","stimuli_exp1_jpg\\17a.jpg","stimuli_exp1_jpg\\17d.jpg"
28,"duck","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17b.jpg"
28,"duck","stimuli_exp1_jpg\\17d.jpg","stimuli_exp1_jpg\\17b.jpg"
28,"duck","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17d.jpg"
44,"chess","stimuli_exp1_jpg\\28a.jpg","stimuli_exp1_jpg\\28b.jpg"
44,"chess","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28a.jpg"
44,"chess","stimuli_exp1_jpg\\28d.jpg","stimuli_exp1_jpg\\28a.jpg"
44,"chess","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28c.jpg"
44,"chess","stimuli_exp1_jpg\\28d.jpg","stimuli_exp1_jpg\\28b.jpg"
44,"chess","stimuli_exp1_jpg\\28d.jpg","stimuli_exp1_jpg\\28c.jpg"
37,"pancake","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21b.jpg"
37,"pancake","stimuli_exp1_jpg\\21c.jpg","stimuli_exp1_jpg\\21a.jpg"
37,"pancake","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21d.jpg"
37,"pancake","stimuli_exp1_jpg\\21c.jpg","stimuli_exp1_jpg\\21b.jpg"
37,"pancake","stimuli_exp1_jpg\\21d.jpg","stimuli_exp1_jpg\\21b.jpg"
37,"pancake","stimuli_exp1_jpg\\21c.jpg","stimuli_exp1_jpg\\21d.jpg"
5,"pasta_water","stimuli_exp1_jpg\\46b.jpg","stimuli_exp1_jpg\\46a.jpg"
5,"pasta_water","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46c.jpg"
5,"pasta_water","stimuli_exp1_jpg\\46d.jpg","stimuli_exp1_jpg\\46a.jpg"
5,"pasta_water","stimuli_exp1_jpg\\46b.jpg","stimuli_exp1_jpg\\46c.jpg"
5,"pasta_water","stimuli_exp1_jpg\\46b.jpg","stimuli_exp1_jpg\\46d.jpg"
5,"pasta_water","stimuli_exp1_jpg\\46d.jpg","stimuli_exp1_jpg\\46c.jpg"
6,"soap_water","stimuli_exp1_jpg\\39b.jpg","stimuli_exp1_jpg\\39a.jpg"
6,"soap_water","stimuli_exp1_jpg\\39c.jpg","stimuli_exp1_jpg\\39a.jpg"
6,"soap_water","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39d.jpg"
6,"soap_water","stimuli_exp1_jpg\\39c.jpg","stimuli_exp1_jpg\\39b.jpg"
6,"soap_water","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39b.jpg"
6,"soap_water","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39c.jpg"
46,"socks","stimuli_exp1_jpg\\37b.jpg","stimuli_exp1_jpg\\37a.jpg"
46,"socks","stimuli_exp1_jpg\\37a.jpg","stimuli_exp1_jpg\\37c.jpg"
46,"socks","stimuli_exp1_jpg\\37d.jpg","stimuli_exp1_jpg\\37a.jpg"
46,"socks","stimuli_exp1_jpg\\37b.jpg","stimuli_exp1_jpg\\37c.jpg"
46,"socks","stimuli_exp1_jpg\\37d.jpg","stimuli_exp1_jpg\\37b.jpg"
46,"socks","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37d.jpg"
33,"ice_cream","stimuli_exp1_jpg\\33b.jpg","stimuli_exp1_jpg\\33a.jpg"
33,"ice_cream","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33a.jpg"
33,"ice_cream","stimuli_exp1_jpg\\33d.jpg","stimuli_exp1_jpg\\33a.jpg"
33,"ice_cream","stimuli_exp1_jpg\\33b.jpg","stimuli_exp1_jpg\\33c.jpg"
33,"ice_cream","stimuli_exp1_jpg\\33d.jpg","stimuli_exp1_jpg\\33b.jpg"
33,"ice_cream","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33d.jpg"
19,"horses","stimuli_exp1_jpg\\6a.jpg","stimuli_exp1_jpg\\6b.jpg"
19,"horses","stimuli_exp1_jpg\\6a.jpg","stimuli_exp1_jpg\\6c.jpg"
19,"horses","stimuli_exp1_jpg\\6a.jpg","stimuli_exp1_jpg\\6d.jpg"
19,"horses","stimuli_exp1_jpg\\6c.jpg","stimuli_exp1_jpg\\6b.jpg"
19,"horses","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6d.jpg"
19,"horses","stimuli_exp1_jpg\\6c.jpg","stimuli_exp1_jpg\\6d.jpg"
17,"postcards","stimuli_exp1_jpg\\48a.jpg","stimuli_exp1_jpg\\48b.jpg"
17,"postcards","stimuli_exp1_jpg\\48c.jpg","stimuli_exp1_jpg\\48a.jpg"
17,"postcards","stimuli_exp1_jpg\\48d.jpg","stimuli_exp1_jpg\\48a.jpg"
17,"postcards","stimuli_exp1_jpg\\48b.jpg","stimuli_exp1_jpg\\48c.jpg"
17,"postcards","stimuli_exp1_jpg\\48d.jpg","stimuli_exp1_jpg\\48b.jpg"
17,"postcards","stimuli_exp1_jpg\\48d.jpg","stimuli_exp1_jpg\\48c.jpg"
39,"seashells","stimuli_exp1_jpg\\5b.jpg","stimuli_exp1_jpg\\5a.jpg"
39,"seashells","stimuli_exp1_jpg\\5a.jpg","stimuli_exp1_jpg\\5c.jpg"
39,"seashells","stimuli_exp1_jpg\\5d.jpg","stimuli_exp1_jpg\\5a.jpg"
39,"seashells","stimuli_exp1_jpg\\5c.jpg","stimuli_exp1_jpg\\5b.jpg"
39,"seashells","stimuli_exp1_jpg\\5d.jpg","stimuli_exp1_jpg\\5b.jpg"
39,"seashells","stimuli_exp1_jpg\\5d.jpg","stimuli_exp1_jpg\\5c.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19b.jpg","stimuli_exp1_jpg\\19a.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19c.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19d.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19c.jpg","stimuli_exp1_jpg\\19b.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19b.jpg","stimuli_exp1_jpg\\19d.jpg"
48,"ski_poles","stimuli_exp1_jpg\\19c.jpg","stimuli_exp1_jpg\\19d.jpg"
23,"candles","stimuli_exp1_jpg\\34b.jpg","stimuli_exp1_jpg\\34a.jpg"
23,"candles","stimuli_exp1_jpg\\34c.jpg","stimuli_exp1_jpg\\34a.jpg"
23,"candles","stimuli_exp1_jpg\\34a.jpg","stimuli_exp1_jpg\\34d.jpg"
23,"candles","stimuli_exp1_jpg\\34c.jpg","stimuli_exp1_jpg\\34b.jpg"
23,"candles","stimuli_exp1_jpg\\34b.jpg","stimuli_exp1_jpg\\34d.jpg"
23,"candles","stimuli_exp1_jpg\\34d.jpg","stimuli_exp1_jpg\\34c.jpg"
30,"log","stimuli_exp1_jpg\\2a.jpg","stimuli_exp1_jpg\\2b.jpg"
30,"log","stimuli_exp1_jpg\\2a.jpg","stimuli_exp1_jpg\\2c.jpg"
30,"log","stimuli_exp1_jpg\\2a.jpg","stimuli_exp1_jpg\\2d.jpg"
30,"log","stimuli_exp1_jpg\\2b.jpg","stimuli_exp1_jpg\\2c.jpg"
30,"log","stimuli_exp1_jpg\\2b.jpg","stimuli_exp1_jpg\\2d.jpg"
30,"log","stimuli_exp1_jpg\\2d.jpg","stimuli_exp1_jpg\\2c.jpg"
41,"balloons","stimuli_exp1_jpg\\27b.jpg","stimuli_exp1_jpg\\27a.jpg"
41,"balloons","stimuli_exp1_jpg\\27c.jpg","stimuli_exp1_jpg\\27a.jpg"
41,"balloons","stimuli_exp1_jpg\\27d.jpg","stimuli_exp1_jpg\\27a.jpg"
41,"balloons","stimuli_exp1_jpg\\27c.jpg","stimuli_exp1_jpg\\27b.jpg"
41,"balloons","stimuli_exp1_jpg\\27b.jpg","stimuli_exp1_jpg\\27d.jpg"
41,"balloons","stimuli_exp1_jpg\\27c.jpg","stimuli_exp1_jpg\\27d.jpg"
16,"dogs_running","stimuli_exp1_jpg\\13b.jpg","stimuli_exp1_jpg\\13a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\13c.jpg","stimuli_exp1_jpg\\13a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\13a.jpg","stimuli_exp1_jpg\\13d.jpg"
16,"dogs_running","stimuli_exp1_jpg\\13b.jpg","stimuli_exp1_jpg\\13c.jpg"
16,"dogs_running","stimuli_exp1_jpg\\13d.jpg","stimuli_exp1_jpg\\13b.jpg"
16,"dogs_running","stimuli_exp1_jpg\\13d.jpg","stimuli_exp1_jpg\\13c.jpg"
12,"flipflops","stimuli_exp1_jpg\\26a.jpg","stimuli_exp1_jpg\\26b.jpg"
12,"flipflops","stimuli_exp1_jpg\\26a.jpg","stimuli_exp1_jpg\\26c.jpg"
12,"flipflops","stimuli_exp1_jpg\\26d.jpg","stimuli_exp1_jpg\\26a.jpg"
12,"flipflops","stimuli_exp1_jpg\\26c.jpg","stimuli_exp1_jpg\\26b.jpg"
12,"flipflops","stimuli_exp1_jpg\\26b.jpg","stimuli_exp1_jpg\\26d.jpg"
12,"flipflops","stimuli_exp1_jpg\\26d.jpg","stimuli_exp1_jpg\\26c.jpg"
14,"ribbons","stimuli_exp1_jpg\\24b.jpg","stimuli_exp1_jpg\\24a.jpg"
14,"ribbons","stimuli_exp1_jpg\\24a.jpg","stimuli_exp1_jpg\\24c.jpg"
14,"ribbons","stimuli_exp1_jpg\\24a.jpg","stimuli_exp1_jpg\\24d.jpg"
14,"ribbons","stimuli_exp1_jpg\\24c.jpg","stimuli_exp1_jpg\\24b.jpg"
14,"ribbons","stimuli_exp1_jpg\\24b.jpg","stimuli_exp1_jpg\\24d.jpg"
14,"ribbons","stimuli_exp1_jpg\\24c.jpg","stimuli_exp1_jpg\\24d.jpg"
